sample	unclassified-seq_ERR9709202.sort.minq20	unclassified-seq_ERR9709203.sort.minq20	unclassified-seq_ERR9709204.sort.minq20	unclassified-seq_ERR9709206.sort.minq20	unclassified-seq_ERR9709208.sort.minq20	unclassified-seq_ERR9709209.sort.minq20	unclassified-seq_ERR9709210.sort.minq20	unclassified-seq_ERR9709211.sort.minq20	unclassified-seq_ERR9709212.sort.minq20	unclassified-seq_ERR9709213.sort.minq20	unclassified-seq_ERR9709214.sort.minq20	unclassified-seq_ERR9709215.sort.minq20	unclassified-seq_ERR9709216.sort.minq20	unclassified-seq_ERR9709217.sort.minq20	unclassified-seq_ERR9709218.sort.minq20	unclassified-seq_ERR9709219.sort.minq20	unclassified-seq_ERR9709220.sort.minq20	unclassified-seq_ERR9709221.sort.minq20	unclassified-seq_ERR9709224.sort.minq20	unclassified-seq_ERR9709225.sort.minq20	unclassified-seq_ERR9709226.sort.minq20	unclassified-seq_ERR9709227.sort.minq20	unclassified-seq_ERR9709228.sort.minq20	unclassified-seq_ERR9709230.sort.minq20	unclassified-seq_ERR9709231.sort.minq20	unclassified-seq_ERR9709234.sort.minq20	unclassified-seq_ERR9709235.sort.minq20	unclassified-seq_ERR9709236.sort.minq20	unclassified-seq_ERR9709238.sort.minq20	unclassified-seq_ERR9709240.sort.minq20	unclassified-seq_ERR9709241.sort.minq20	unclassified-seq_ERR9709242.sort.minq20	unclassified-seq_ERR9709243.sort.minq20	unclassified-seq_ERR9709244.sort.minq20	unclassified-seq_ERR9709245.sort.minq20	unclassified-seq_ERR9709246.sort.minq20	unclassified-seq_ERR9709247.sort.minq20	unclassified-seq_ERR9709248.sort.minq20	unclassified-seq_ERR9709249.sort.minq20	unclassified-seq_ERR9709251.sort.minq20	unclassified-seq_ERR9709252.sort.minq20	unclassified-seq_ERR9709253.sort.minq20
unclassified-seq_ERR9709214.sort.minq20	0.011785766177754065	0.017454690716088073	0.014513009264182308	0.015218342079792002	0.015376323364702515	0.011604763730711731	0.011589339123551867	0.015756426614194297	0.011649447964383275	0.011483089486821085	0.0	0.01514752317907897	0.011790547234436177	0.011742085418928516	0.011836045268681539	0.01743663241808202	0.016651925799969658	0.011838128454406904	0.011636368790461593	0.011692044416579006	0.011795613461960341	0.011703853338901893	0.01183563408284427	0.019596341042000254	0.011531787675610361	0.011633918509582175	0.011724915689606652	0.016158051883738977	0.011584198784909683	0.01174782776674288	0.011766728044054653	0.011690183195672166	0.011690954064878079	0.011778405502794298	0.011755152003144587	0.01157066052845368	0.01555698877901912	0.013938075683762596	0.01595714913570101	0.007249165645371702	0.011405749273851518	0.016286035140435917
unclassified-seq_ERR9709215.sort.minq20	0.010944113652018306	0.01683888381235199	0.013827581799650934	0.014645540129713863	0.014687647501611445	0.010783659735886797	0.010797153112477753	0.015161900439842668	0.010829399612010016	0.010557138831726487	0.01514752317907897	0.0	0.011026993107961625	0.01090017395058096	0.011052789892003756	0.016846225946349547	0.016042648759810874	0.0110120744933071	0.010824827236413315	0.010949953674572632	0.011000492509481541	0.010952170121448779	0.010939200766955204	0.01915905693789899	0.010784703263112427	0.010875438353541989	0.010933620783812104	0.01551938192740776	0.010849448742762391	0.01096833108375106	0.010982832764587225	0.010931420929153668	0.010931521185775228	0.011025474244728217	0.010944847795953838	0.010854656693983333	0.01483296382480348	0.013306713757187283	0.015320008507039073	0.006621594461249991	0.010690725930908695	0.015676905174733524
unclassified-seq_ERR9709216.sort.minq20	0.005732189288515932	0.014197087866438696	0.010015191284838298	0.010863874403421292	0.010849905227941048	0.005927179699471763	0.0057247447326096434	0.011433744620757524	0.0057586304079979556	0.0058724446767375316	0.011790547234436177	0.011026993107961625	0.0	0.005816084102555297	0.005811691168220778	0.013199711354248467	0.012210626749863063	0.005617350347115302	0.005689866894427298	0.005921275773168699	0.0058202116726382425	0.005838411252097497	0.0059103788859150574	0.016353612412431273	0.005921142172154892	0.005884514631263382	0.005949977002569828	0.011941314171292627	0.00580941617697206	0.005862329684091727	0.005894411594219107	0.0058403686411693245	0.0058329560229499755	0.005809195537606171	0.005692775842695452	0.005879355621897675	0.011070755558386547	0.01084946845905721	0.011659077191435663	0.002165152012188476	0.005778843386336829	0.01214247639728816
unclassified-seq_ERR9709217.sort.minq20	0.0057025673486278405	0.014010721253995051	0.009911465097103944	0.010778381410303184	0.010769523401257586	0.005844040028797237	0.0057218908597717055	0.01136102090918123	0.005740580471086387	0.00580390842784595	0.011742085418928516	0.01090017395058096	0.005816084102555297	0.0	0.005748835047905687	0.01318241165408851	0.012165928555795125	0.005604986836616699	0.005700563717485729	0.005853318113120398	0.0057522874276400016	0.0057795705090698535	0.005867267108771723	0.016353975719952674	0.005844964614267867	0.005838857386045615	0.005891348772440352	0.011896588549530684	0.005786547791726049	0.0058174093611874644	0.005755219390705113	0.0057937255025700685	0.005786233605632463	0.005793142260856476	0.005691067318622567	0.0058478702836674	0.010993027375285513	0.010716876709564671	0.011571092998675647	0.0021754341046159587	0.005706851586888995	0.01209813875346788
unclassified-seq_ERR9709218.sort.minq20	0.005713989779066231	0.014151319232144743	0.009972198064144844	0.010828441928428356	0.010870300212026951	0.005900053957989759	0.0057114639545085	0.011426572793014955	0.00570639636792869	0.005876299570858223	0.011836045268681539	0.011052789892003756	0.005811691168220778	0.005748835047905687	0.0	0.01323671694359252	0.012230946134847653	0.005602493030857358	0.005668198215566189	0.005909777776916925	0.005775365074937366	0.0058042424609705545	0.005857672400134906	0.01645668620785823	0.005872831318380789	0.005850466968407408	0.005918588762728216	0.011994698003693793	0.005797663537994269	0.005801561667234445	0.005853881805451655	0.0058441752464795105	0.005781461040438085	0.005824573623997686	0.00564795837661991	0.005854897705589557	0.011068454508172176	0.010854817297847874	0.011687789845375107	0.002158000312619812	0.005690786057793162	0.012235724283707117
unclassified-seq_ERR9709219.sort.minq20	0.013282966551643849	0.01880443370918705	0.016065528103466953	0.016776696081562736	0.01682094213527885	0.013124398712930252	0.013159448964734755	0.017279378454122862	0.013143705787815985	0.013215573473493447	0.01743663241808202	0.016846225946349547	0.013199711354248467	0.01318241165408851	0.01323671694359252	0.0	0.017961459177065486	0.013193479698231925	0.013178711333371007	0.013169525803574333	0.013273735502455697	0.013200257319095243	0.013379943621704138	0.021023747448692398	0.013165794746057613	0.013236819425108237	0.013276215863363028	0.017664004946916667	0.01313702659786864	0.013204469232301452	0.013250624253760002	0.013143323556514153	0.013084866830180841	0.013216018048948008	0.01319615100176219	0.013028696252651017	0.016929879266541215	0.01553742580725026	0.017503866984747152	0.008717595564298075	0.013063730860634948	0.01785135432162621
unclassified-seq_ERR9709220.sort.minq20	0.012255724018708891	0.018091364738670013	0.01519115016184358	0.015960373706997433	0.0160386977426743	0.012136189475152603	0.012114249480911887	0.0164471530975826	0.012212192236509378	0.012202226526612958	0.016651925799969658	0.016042648759810874	0.012210626749863063	0.012165928555795125	0.012230946134847653	0.017961459177065486	0.0	0.01218745506191965	0.012150110616515608	0.012155837187333374	0.012204534944394552	0.01214761591357627	0.012307133753673427	0.02033656254802474	0.012120522074204665	0.01224447686858865	0.012250013183263353	0.016835319001922366	0.0121213308721424	0.012170416934685124	0.012287740192629903	0.012166476510287572	0.01209371407565829	0.012210899724107493	0.012163727974815464	0.012021146710569197	0.016123808390090644	0.014746621495948742	0.016646505617915475	0.00787447170708222	0.012048552312482474	0.017011623045448898
unclassified-seq_ERR9709221.sort.minq20	0.00556072421855025	0.014300040100564293	0.009889454173060641	0.010789656853459118	0.010851528712087166	0.00569927981134688	0.0055213120439489005	0.011386844414819186	0.005520186248642811	0.005687592957684062	0.011838128454406904	0.0110120744933071	0.005617350347115302	0.005604986836616699	0.005602493030857358	0.013193479698231925	0.01218745506191965	0.0	0.005486174163816249	0.005740714623827414	0.0056060029611535445	0.005603119390552913	0.005709807472320638	0.01652821140869598	0.005766840951789698	0.0057392412564852835	0.005736941085143443	0.011914791617633202	0.005604469678098356	0.005631544266012201	0.005587574837311093	0.005612001234603703	0.0056360778361412844	0.0055892243602415626	0.005457574075851568	0.005718497798434141	0.010997653503056037	0.011051199438107395	0.011599541964620763	0.0019264152355489284	0.005553700824688312	0.01214802442754448
unclassified-seq_ERR9709224.sort.minq20	0.005522298273052284	0.013909272307802367	0.009783232403136943	0.010709787092042622	0.010741107808959871	0.005642538905867078	0.005475184294939872	0.011313274441630772	0.005463750733352035	0.00558840049334175	0.011636368790461593	0.010824827236413315	0.005689866894427298	0.005700563717485729	0.005668198215566189	0.013178711333371007	0.012150110616515608	0.005486174163816249	0.0	0.005779475373527965	0.005618948364405352	0.005592566284417955	0.005652300877204697	0.01641725009209216	0.005618470650821217	0.00565074609350269	0.005743027030533865	0.011832506073524152	0.005590482920242779	0.0056483537746294665	0.005640043604058009	0.005759086445692452	0.005700560351386885	0.005693269935525658	0.0054625788259911046	0.005766562800025632	0.011043163060894368	0.010437508791733774	0.011475019640317274	0.00210368381679793	0.0054572839237407855	0.01205831878559982
unclassified-seq_ERR9709225.sort.minq20	0.005875943834039554	0.01411738244328431	0.009911796885018087	0.010760816918069627	0.010832916947749571	0.005943087607519715	0.005773666859253401	0.011351837937392362	0.005823420689275105	0.0058808267446699425	0.011692044416579006	0.010949953674572632	0.005921275773168699	0.005853318113120398	0.005909777776916925	0.013169525803574333	0.012155837187333374	0.005740714623827414	0.005779475373527965	0.0	0.005908033231611154	0.005875578211081867	0.0060134817397712315	0.016232481402917665	0.005919556211522625	0.005927723247915684	0.005970559370003015	0.011870191862900392	0.005886820190645015	0.005916175751748187	0.005937018777914527	0.005850795786019436	0.00585589105322859	0.005860035246027628	0.0057645398506758205	0.005912043104161935	0.011010944443097914	0.010779841611985974	0.011567207723074735	0.0020815695535711942	0.0058346115400931264	0.012055291908674381
unclassified-seq_ERR9709226.sort.minq20	0.00569172510528837	0.014151422127426483	0.009938860030936914	0.010837343651302844	0.010835834533087452	0.005810645896257571	0.005656166205297186	0.011384956627652154	0.005686548510891676	0.005738268090257903	0.011795613461960341	0.011000492509481541	0.0058202116726382425	0.0057522874276400016	0.005775365074937366	0.013273735502455697	0.012204534944394552	0.0056060029611535445	0.005618948364405352	0.005908033231611154	0.0	0.005694065161961914	0.005828544540825709	0.0165205376398897	0.005793798301938824	0.005807195783537056	0.005889939789840315	0.01195336299743055	0.005744953243237982	0.005765027838208425	0.0057594368989043465	0.00586480133286027	0.005805544913173977	0.005810572877783526	0.0056111564768104305	0.005864272728129949	0.011060545180607173	0.010752512338939924	0.011610544076580132	0.002154598892321502	0.005613607888024341	0.012177053428000906
unclassified-seq_ERR9709227.sort.minq20	0.005704544574104298	0.014040275777192246	0.009880131671954895	0.010786945757806476	0.010800642717559428	0.005791189735171343	0.005597065078215224	0.011371728486680555	0.005644950447065367	0.005747474146026055	0.011703853338901893	0.010952170121448779	0.005838411252097497	0.0057795705090698535	0.0058042424609705545	0.013200257319095243	0.01214761591357627	0.005603119390552913	0.005592566284417955	0.005875578211081867	0.005694065161961914	0.0	0.0057851572452913835	0.016375380417494534	0.0058364155370336235	0.005827351663079239	0.005829797406868398	0.011884350337305283	0.005726490444372567	0.005744457770572753	0.005782460816901258	0.00579202711257043	0.005781459730105687	0.005823289208334637	0.005637122816537943	0.005799637039072714	0.01102106568546668	0.01071554711490208	0.011578638312755962	0.0021123379537211218	0.005623139256226151	0.012136974237922038
unclassified-seq_ERR9709228.sort.minq20	0.005688561894734878	0.014167117832417975	0.009963458546320414	0.010846168263846434	0.010876613524771317	0.005825310390884408	0.005678965348631215	0.011437078766788678	0.005716444860702663	0.005762953984062791	0.01183563408284427	0.010939200766955204	0.0059103788859150574	0.005867267108771723	0.005857672400134906	0.013379943621704138	0.012307133753673427	0.005709807472320638	0.005652300877204697	0.0060134817397712315	0.005828544540825709	0.0057851572452913835	0.0	0.016453081695207317	0.0058150795155084145	0.005822402404600302	0.005819832493541788	0.01196847354578956	0.005715661673801331	0.00587543649508826	0.005773192422190099	0.0058993116954947356	0.005926284951364713	0.005917398800844298	0.005704184149705749	0.005947869158855701	0.011188432760458666	0.010816383061178936	0.011652191861058814	0.002127512084573624	0.005627228053385669	0.012172107956889389
unclassified-seq_ERR9709230.sort.minq20	0.01645637873083594	0.019869673318491654	0.01847946002432621	0.019137856860851232	0.01931109039457568	0.016167950605830872	0.01628324510677559	0.019624035550084296	0.016396410982696397	0.016325570310331106	0.019596341042000254	0.01915905693789899	0.016353612412431273	0.016353975719952674	0.01645668620785823	0.021023747448692398	0.02033656254802474	0.01652821140869598	0.01641725009209216	0.016232481402917665	0.0165205376398897	0.016375380417494534	0.016453081695207317	0.0	0.01617445642336668	0.016233395271054052	0.016325834247631565	0.019893082873462475	0.01622772871052558	0.016382023573904392	0.01639215256375759	0.01626521652853785	0.016276011414707026	0.016430434588302845	0.0164379828975324	0.016041941729755704	0.019412596246039637	0.014474846531803975	0.01976597986759443	0.012125715294945882	0.01614561124954761	0.01998671604908786
unclassified-seq_ERR9709231.sort.minq20	0.005773782522405124	0.013860168323686639	0.00974707887228099	0.010684560342732352	0.010681758131744323	0.005752215552272011	0.005671038371006798	0.011269305869712753	0.0056834897379479665	0.005745696835229408	0.011531787675610361	0.010784703263112427	0.005921142172154892	0.005844964614267867	0.005872831318380789	0.013165794746057613	0.012120522074204665	0.005766840951789698	0.005618470650821217	0.005919556211522625	0.005793798301938824	0.0058364155370336235	0.0058150795155084145	0.01617445642336668	0.0	0.005745460156325599	0.005849264133867438	0.011702770088064085	0.005691401120038853	0.005875164682103251	0.00581050234843572	0.0058506271823765	0.005885321839760427	0.005894700385455254	0.00574107992276407	0.005927365268387108	0.010985719468045274	0.010346392359195322	0.011402892403140297	0.0021251533504554887	0.005608075888681285	0.011877498198223924
unclassified-seq_ERR9709234.sort.minq20	0.005658102610080595	0.014011838725235037	0.0098219316369772	0.010706472110712073	0.010765329958939973	0.005772626157210969	0.005643099519394901	0.011317620820348928	0.005692654640313766	0.005717937646394611	0.011633918509582175	0.010875438353541989	0.005884514631263382	0.005838857386045615	0.005850466968407408	0.013236819425108237	0.01224447686858865	0.0057392412564852835	0.00565074609350269	0.005927723247915684	0.005807195783537056	0.005827351663079239	0.005822402404600302	0.016233395271054052	0.005745460156325599	0.0	0.005821744673002782	0.011740216297773887	0.005695541175305241	0.005874635910620873	0.005780133983605218	0.005870519834803245	0.005839508637912494	0.005886344839790336	0.005743942784510736	0.005894303333929263	0.011101073557966079	0.010627621149502886	0.011526182982522837	0.002000523980042357	0.005593361149290099	0.01198304955677032
unclassified-seq_ERR9709235.sort.minq20	0.0057354382120186065	0.014001876159805415	0.009885246873287512	0.010766819204393707	0.010813552359883238	0.005866575335018442	0.00568450447292046	0.011351561469196914	0.005742500171617371	0.005775043566683125	0.011724915689606652	0.010933620783812104	0.005949977002569828	0.005891348772440352	0.005918588762728216	0.013276215863363028	0.012250013183263353	0.005736941085143443	0.005743027030533865	0.005970559370003015	0.005889939789840315	0.005829797406868398	0.005819832493541788	0.016325834247631565	0.005849264133867438	0.005821744673002782	0.0	0.01182108926365244	0.005747152811579781	0.005886683164297635	0.0058434564521587795	0.005928158655055582	0.005892748520315627	0.005925075257318113	0.005765044825416732	0.005955794979160656	0.011047444524669214	0.010686050642036093	0.011637724752135203	0.0021172971728615764	0.005666871916569227	0.012059317459821361
unclassified-seq_ERR9709236.sort.minq20	0.011876611099849388	0.017626894605359156	0.014693390302042975	0.015457437729542889	0.015562521864514012	0.01162061513685575	0.011761649000109564	0.016019574040953333	0.011782811937750215	0.011740967947026837	0.016158051883738977	0.01551938192740776	0.011941314171292627	0.011896588549530684	0.011994698003693793	0.017664004946916667	0.016835319001922366	0.011914791617633202	0.011832506073524152	0.011870191862900392	0.01195336299743055	0.011884350337305283	0.01196847354578956	0.019893082873462475	0.011702770088064085	0.011740216297773887	0.01182108926365244	0.0	0.011741979115049928	0.011861075922281694	0.011884164427504618	0.01187919317999897	0.011834570946476664	0.011902314471690434	0.01194009980400823	0.011711093896767166	0.01575578029409419	0.014179468953680496	0.01618970161438449	0.007458664593687603	0.011589288276113496	0.016548233590412575
unclassified-seq_ERR9709238.sort.minq20	0.005583311977168659	0.014006401467004714	0.009773660374329918	0.0106488558964557	0.010722759414778738	0.005696970730719841	0.005600582651975605	0.01125269683517971	0.005605030304754122	0.005654563801180679	0.011584198784909683	0.010849448742762391	0.00580941617697206	0.005786547791726049	0.005797663537994269	0.01313702659786864	0.0121213308721424	0.005604469678098356	0.005590482920242779	0.005886820190645015	0.005744953243237982	0.005726490444372567	0.005715661673801331	0.01622772871052558	0.005691401120038853	0.005695541175305241	0.005747152811579781	0.011741979115049928	0.0	0.005754570836843942	0.005694556217639146	0.0058276351829789075	0.0057831584521470525	0.005793908742988352	0.005640251838472832	0.005832538426494227	0.011012088924156616	0.01060759220127594	0.011435051354900971	0.001982491263609165	0.005505756839596199	0.011956006197547775
unclassified-seq_ERR9709240.sort.minq20	0.005746017263378755	0.01400576911713014	0.009904578749120763	0.010783317047245888	0.01083755034410916	0.0058441560258767344	0.0056942419288761315	0.011370679133572037	0.005701240116816497	0.005800788073858865	0.01174782776674288	0.01096833108375106	0.005862329684091727	0.0058174093611874644	0.005801561667234445	0.013204469232301452	0.012170416934685124	0.005631544266012201	0.0056483537746294665	0.005916175751748187	0.005765027838208425	0.005744457770572753	0.00587543649508826	0.016382023573904392	0.005875164682103251	0.005874635910620873	0.005886683164297635	0.011861075922281694	0.005754570836843942	0.0	0.0058189894377174145	0.00581954443955901	0.005739788764936193	0.00583589936329032	0.005648195137311185	0.00588425056953934	0.011036258807559762	0.01064748348451372	0.011611531471006353	0.0021843014119662385	0.005667068233128902	0.012135433036918108
