sample	unclassified-kra_L6866A1_	unclassified-kra_L6867A1_	unclassified-kra_L6868A1_	unclassified-kra_L6869A1_	unclassified-kra_L6870A1_	unclassified-kra_L6871A1_	unclassified-kra_L6872A1_	unclassified-kra_L6873A1_	unclassified-kra_L6874A1_	unclassified-kra_L6875A1_	unclassified-kra_L6876A1_	unclassified-kra_L6877A1_	unclassified-kra_L6878A1_	unclassified-kra_L6879A1_	unclassified-kra_L6880A1_	unclassified-kra_L6881A1_	unclassified-kra_L6882A1_	unclassified-kra_L6883A1_	unclassified-kra_L6884A1_	unclassified-kra_L6885A1_	unclassified-kra_L6886A1_	unclassified-kra_L6887A1_	unclassified-kra_L6888A1_	unclassified-kra_L6889A1_	unclassified-kra_L6890A1_	unclassified-kra_L6891A1_	unclassified-kra_L6892A1_	unclassified-kra_L6893A1_	unclassified-kra_L6894A1_	unclassified-kra_L6895A1_	unclassified-kra_L6896A1_	unclassified-kra_L6897A1_	unclassified-kra_L6898A1_	unclassified-kra_L6899A1_	unclassified-kra_L6900A1_	unclassified-kra_L6901A1_	unclassified-kra_L6902A1_	unclassified-kra_L6903A1_	unclassified-kra_L6904A1_	unclassified-kra_L6905A1_
unclassified-kra_L6876A1_	0.002722459572825131	0.0029429538403590305	0.0030581720317488514	0.002864693214407965	0.0028333602936108093	0.002770647301915452	0.002679452608597921	0.0026909719827006295	0.002432282136404118	0.002742026619987681	0.0	0.0025196446065358646	0.0029604545397400317	0.003016202904069565	0.002936648463014002	0.0029425091448952445	0.003082163271251215	0.0030354249873266737	0.002745475363036376	0.02163159951238358	0.002744822155660409	0.002917131163984954	0.0028790713444071248	0.002968245095721689	0.002542030145184948	0.0026816196025298833	0.001515784558955957	0.0027448836700848522	0.00264720804284857	0.0028327380904251687	0.0028356059722162152	0.0027678287355348274	0.0020642461973864323	0.003090956286116442	0.0029211699803864954	0.0026088221067080974	0.01641596725006378	0.01655408225262167	0.016489940937036485	0.01641829906756631
unclassified-kra_L6877A1_	0.002645894631116308	0.002885464271401128	0.002947820112655153	0.0027877654021631892	0.0027694155191879677	0.00270458221637071	0.0026058341357985126	0.0025935072269944737	0.0023587455683511394	0.002717719376265748	0.0025196446065358646	0.0	0.0028439862752142053	0.002943728196145856	0.0028829808962403947	0.002912773410756575	0.0029102191976481118	0.002973345404644445	0.002713514641391357	0.02146328409588183	0.0026673340685975377	0.0028319132572447447	0.0028054934582931734	0.0028623712211186536	0.0024704477396945146	0.002659010817191221	0.0014950643894068305	0.002622333267150334	0.002545456551309222	0.002700767235017776	0.0027886428567652777	0.002763229178159632	0.0020672783056338018	0.003068698838997297	0.002942348837473907	0.0024936592476885178	0.01627403612242151	0.016362077956743604	0.016294573169017612	0.01627267588619563
unclassified-kra_L6878A1_	0.0028237714910995804	0.0030757192560072477	0.0032417382424952956	0.002924625616971155	0.0031712102528321795	0.0030473287987050623	0.002896358911667618	0.0029912103907637766	0.002553612509728964	0.0029427992527550906	0.0029604545397400317	0.0028439862752142053	0.0	0.003117756156137741	0.003119079243454559	0.003038004812925932	0.0031690070278466154	0.0031578077471932087	0.0028246039412475055	0.0217141325763337	0.0028791266731856835	0.003058204030087386	0.0030398846680961267	0.0030620789637356705	0.002708309265267661	0.002981477636721519	0.0017993153786959315	0.0030096419077432213	0.0028182643032667043	0.003075251689378722	0.0030901426299024815	0.0030329957056945966	0.0022018638209333474	0.0032296153353155166	0.0031293748171911107	0.0028268457073421516	0.016396291007471753	0.016579080434242943	0.016492122743753	0.016366534090337725
unclassified-kra_L6879A1_	0.0028894342109380133	0.003098057824405309	0.003252222384754422	0.003008572386784647	0.003191818034523952	0.0031180452514339985	0.0029649381346763537	0.0030177656946308584	0.002604609433246252	0.0029114246523579412	0.003016202904069565	0.002943728196145856	0.003117756156137741	0.0	0.0032555722397751286	0.003123110420467645	0.0032593961027364005	0.003248712874899362	0.0029911403068567655	0.021901383531302998	0.0029582394561776804	0.0031451029190396884	0.0030165735851941378	0.003109170380019899	0.0027958602720449255	0.0030751846352868872	0.0018244430925907773	0.0030827920408498244	0.0029697845783207555	0.003133795561820696	0.003109924665298691	0.003025578852980493	0.0022401811398158333	0.003378514100895069	0.0032181061753931983	0.0029300243002596815	0.01668905110685781	0.016899195930539457	0.01676499532125031	0.016653739881238416
unclassified-kra_L6880A1_	0.0028249750840600996	0.0031531793443987377	0.003303124487331166	0.0030326124583419656	0.003188318375343391	0.003067780805085296	0.002953129382234687	0.002998009072228247	0.0025470433057975805	0.002969606371022171	0.002936648463014002	0.0028829808962403947	0.003119079243454559	0.0032555722397751286	0.0	0.0031599375119830686	0.0032393214155270744	0.0032901761624974935	0.0030250824325694925	0.021861101825931817	0.0029406420124376	0.003080271174586313	0.003053324074198782	0.0031112131720082425	0.0027350798034698753	0.003040462570585878	0.0017823368166518527	0.003031382933796123	0.0028434427722108246	0.0030460310029369886	0.0030710465582122204	0.003042844155473401	0.002181183565803768	0.0032817484629612537	0.003137045672382044	0.0028723304217225243	0.01657561427933485	0.016737441255869956	0.016629274242384695	0.0165593244365696
unclassified-kra_L6881A1_	0.0028404631703422556	0.0030495632612094203	0.003153945231291977	0.0029869593831748364	0.003127488109236465	0.0030705866089831835	0.002904590096271642	0.0029445940246258795	0.0025488345744713037	0.002894904272205512	0.0029425091448952445	0.002912773410756575	0.003038004812925932	0.003123110420467645	0.0031599375119830686	0.0	0.0031355299482577204	0.0031429981292745435	0.0028782332956089896	0.021784461069872196	0.0028574028966740217	0.003007150692152849	0.0030074126030545933	0.003019739084518358	0.0027974393323255686	0.003022639206296973	0.0018430084536953384	0.0030598352039800103	0.00288782532402565	0.0029903733065824722	0.003097209206674223	0.0029683072704248525	0.002161710534569483	0.003265482276179843	0.003045062176031732	0.0028524802201209676	0.016557860066165775	0.016776543717090586	0.016626667281247398	0.016533308032959604
unclassified-kra_L6882A1_	0.002850723250322873	0.003099120800857502	0.003296621884361861	0.0029529981900691116	0.0032444808547599235	0.003089346096370904	0.0030145568802256717	0.003104838913095209	0.0025958989307934832	0.0029417446502369993	0.003082163271251215	0.0029102191976481118	0.0031690070278466154	0.0032593961027364005	0.0032393214155270744	0.0031355299482577204	0.0	0.0032120972267287717	0.0029285503904501464	0.021817336198884707	0.002927256344771867	0.003058984233442419	0.003066682217236383	0.00310697320528619	0.0028748617380627284	0.003102892285058445	0.0018442255735859892	0.003136150255253267	0.0028936132201962117	0.0031685639546883415	0.0031786826385151734	0.0031569991978458445	0.0022198148861962697	0.0033562636691606418	0.003146433758538958	0.0029072901637868798	0.016534902336130086	0.0167246386254718	0.01672569671371338	0.016569085271106565
unclassified-kra_L6883A1_	0.002918059705998677	0.003165045167012104	0.003290036399231422	0.00305813729226434	0.003223739895767852	0.0031779235950091245	0.0030061244245740415	0.0030566547286556833	0.0026093665056979853	0.0029162568024099222	0.0030354249873266737	0.002973345404644445	0.0031578077471932087	0.003248712874899362	0.0032901761624974935	0.0031429981292745435	0.0032120972267287717	0.0	0.002963664141637068	0.021943001171168763	0.0030117254006206684	0.0031595377137400016	0.003144966793766857	0.003184657713441341	0.002864580422070384	0.0031169362065904815	0.0018643773958423315	0.0031898036975072097	0.003023859703695897	0.003202409678256357	0.003193717766028503	0.0031549873727639843	0.002268289777533128	0.00336648200560119	0.0032380875479727234	0.00296258625600887	0.016694618095676073	0.016889415251276296	0.016861656819531112	0.016719390338101547
unclassified-kra_L6884A1_	0.0026732816901023915	0.002921060279526433	0.003006483873963184	0.002794848451059373	0.002971085654977723	0.0028346853952729845	0.0027770652704471877	0.0028221154989092057	0.002406692141400102	0.0027653887789571563	0.002745475363036376	0.002713514641391357	0.0028246039412475055	0.0029911403068567655	0.0030250824325694925	0.0028782332956089896	0.0029285503904501464	0.002963664141637068	0.0	0.021593881533019665	0.002718493600863292	0.0028526892125769754	0.002820654852995985	0.00286650579112413	0.002578635154982689	0.0028601060265533995	0.0017299282280289763	0.002872580129068547	0.0027049149107959414	0.0029219403450096992	0.0029076513975831997	0.002848260809120595	0.0020942166086587166	0.0030953867300347326	0.0029039809860238464	0.0026877140061015714	0.016411062728870274	0.016496716993909644	0.0164946993316063	0.016426454253953948
unclassified-kra_L6885A1_	0.021545691596765115	0.02189611526691393	0.02191885005877381	0.021670372784894032	0.021793681239940854	0.021697513887400377	0.021587428344806536	0.02169980324729004	0.021175123679086583	0.02154757977336952	0.02163159951238358	0.02146328409588183	0.0217141325763337	0.021901383531302998	0.021861101825931817	0.021784461069872196	0.021817336198884707	0.021943001171168763	0.021593881533019665	0.0	0.02161765775932678	0.02180934531382417	0.021702392419044814	0.021698072769763876	0.02135520345092856	0.021614948646668464	0.020494530657075294	0.021636987994581358	0.021392639255286117	0.021815434018255475	0.021665649603909376	0.021719043139523886	0.020996527150680788	0.021987590182371286	0.02180047731074719	0.021440620550285727	0.021475653364102287	0.021506163067497863	0.021511153764839697	0.02157680079334856
unclassified-kra_L6886A1_	0.002638781646633115	0.002917049227202151	0.0030615726046167024	0.0027291925400076966	0.002966297539881868	0.0027787047343290627	0.002749998958684441	0.002758329688838712	0.002397424224597877	0.0027120885499292147	0.002744822155660409	0.0026673340685975377	0.0028791266731856835	0.0029582394561776804	0.0029406420124376	0.0028574028966740217	0.002927256344771867	0.0030117254006206684	0.002718493600863292	0.02161765775932678	0.0	0.0028682234025714237	0.0028730199165210024	0.0028465879065942	0.002560231561288373	0.0028241033648771507	0.0016704635147990476	0.00284625767657809	0.0026364127432177975	0.002837422626703612	0.00284848093440071	0.0028385849248624417	0.0020904499780796115	0.0029649405263094675	0.002842505752629454	0.002664022474213934	0.01642917914674924	0.01649972777766906	0.016449353914684273	0.016327901591864702
unclassified-kra_L6887A1_	0.0027807983971274153	0.0029818388834783605	0.00313358387285112	0.0029280463537370016	0.0031499501551967013	0.003081244619919543	0.002950489034113435	0.002855995065690453	0.002468514791920895	0.0028573717194417814	0.002917131163984954	0.0028319132572447447	0.003058204030087386	0.0031451029190396884	0.003080271174586313	0.003007150692152849	0.003058984233442419	0.0031595377137400016	0.0028526892125769754	0.02180934531382417	0.0028682234025714237	0.0	0.002966073344663145	0.0030113926758079668	0.0027000259778774405	0.002978610553986072	0.001780229225656016	0.002985440320834365	0.002786138964857021	0.003004108827293961	0.003025884019383418	0.0029955589291924545	0.002103799608621282	0.003190006256924005	0.0030509534890093004	0.002852643208344996	0.016500813300581396	0.016640041864001365	0.01655610622326653	0.016496641542449897
unclassified-kra_L6888A1_	0.0027804786389207248	0.0030154899311545247	0.003130405006365189	0.002892265821530793	0.003025795779525331	0.00297607433934155	0.00289735279815162	0.0029499191808057823	0.0025091502225911277	0.002882506267969931	0.0028790713444071248	0.0028054934582931734	0.0030398846680961267	0.0030165735851941378	0.003053324074198782	0.0030074126030545933	0.003066682217236383	0.003144966793766857	0.002820654852995985	0.021702392419044814	0.0028730199165210024	0.002966073344663145	0.0	0.0029748957942982157	0.002679549725615793	0.002977245347900559	0.0018116588568676262	0.0030095508271594795	0.0027699007478528825	0.002997316073036549	0.0029904364184409893	0.0029495486479933497	0.0021819858920477664	0.003162589864667442	0.0030171269090319974	0.002741868032781758	0.01651050873923754	0.01662032246714573	0.016549188756327493	0.016528476982032192
unclassified-kra_L6889A1_	0.0027953776919051876	0.0030542036801463057	0.0031598214822744497	0.0028985618481391917	0.0030952492505870177	0.0029810376539265437	0.002960594394948557	0.0029495761470208492	0.0024924229190158576	0.0028163507459308956	0.002968245095721689	0.0028623712211186536	0.0030620789637356705	0.003109170380019899	0.0031112131720082425	0.003019739084518358	0.00310697320528619	0.003184657713441341	0.00286650579112413	0.021698072769763876	0.0028465879065942	0.0030113926758079668	0.0029748957942982157	0.0	0.002671148974049964	0.0029497814350949447	0.0017870560527363244	0.002950469204299755	0.0027882875886234837	0.0029643946696383816	0.003003535974582805	0.0030120953518886218	0.002150971585838324	0.003202619297919651	0.0030435154170695977	0.00279559900831583	0.016506376751082463	0.01667198729229291	0.0165790937818181	0.016508415720011382
unclassified-kra_L6890A1_	0.0024714810216671657	0.0027187652399448536	0.0028648888967486297	0.0026394071692488197	0.002722874525039498	0.0026509321453884738	0.0025557001322320527	0.002547114424519048	0.0022873848330074997	0.0025745291380736557	0.002542030145184948	0.0024704477396945146	0.002708309265267661	0.0027958602720449255	0.0027350798034698753	0.0027974393323255686	0.0028748617380627284	0.002864580422070384	0.002578635154982689	0.02135520345092856	0.002560231561288373	0.0027000259778774405	0.002679549725615793	0.002671148974049964	0.0	0.0025122183296614198	0.0014103340331310665	0.002519508694213135	0.0024119757619701643	0.002587054888075979	0.0025988452797788275	0.0025515653685027617	0.0019478576268531222	0.0028426231641630606	0.0026937895998419004	0.002454253287828556	0.01624761894295934	0.01628870448976838	0.01624760190246899	0.016211297965774363
unclassified-kra_L6891A1_	0.002799998085242561	0.0030559097800955115	0.003086303986105099	0.0028843436634102826	0.002941294654623672	0.0028074176543446683	0.002738859664781046	0.0027688179812903613	0.0024821658345958175	0.002855788680928173	0.0026816196025298833	0.002659010817191221	0.002981477636721519	0.0030751846352868872	0.003040462570585878	0.003022639206296973	0.003102892285058445	0.0031169362065904815	0.0028601060265533995	0.021614948646668464	0.0028241033648771507	0.002978610553986072	0.002977245347900559	0.0029497814350949447	0.0025122183296614198	0.0	0.0015325531198644438	0.002753354104182759	0.002671803735080913	0.002863712042516342	0.0028517101631876374	0.0028249906658222024	0.002054330035847207	0.003188938145724296	0.0030219376359242878	0.002589160640164123	0.016359022301698056	0.016530052603997203	0.016459100754492306	0.016343810536762704
unclassified-kra_L6892A1_	0.0016842123559746014	0.0018246400682844222	0.0018767195786546509	0.0017822345953849572	0.001714056140476261	0.001718243787916185	0.0016503649270770415	0.0016079421753928402	0.0014464481088645176	0.0016408642368630488	0.001515784558955957	0.0014950643894068305	0.0017993153786959315	0.0018244430925907773	0.0017823368166518527	0.0018430084536953384	0.0018442255735859892	0.0018643773958423315	0.0017299282280289763	0.020494530657075294	0.0016704635147990476	0.001780229225656016	0.0018116588568676262	0.0017870560527363244	0.0014103340331310665	0.0015325531198644438	0.0	0.0015237051054944883	0.0014726074079658424	0.0016311278530667384	0.001605545308369205	0.0016686037352350302	0.0012040825778210085	0.0018838233700125828	0.0017689439951001917	0.0014968632041434393	0.015451978495982233	0.015452880990386997	0.015425307198654759	0.015357896022259454
unclassified-kra_L6893A1_	0.0027233452019829185	0.0030876306798663933	0.0031762627540733446	0.002966529531104989	0.0029879021213709	0.002796155062300354	0.0027422889872869005	0.002720567323785672	0.002515158764659242	0.0028557924050247596	0.0027448836700848522	0.002622333267150334	0.0030096419077432213	0.0030827920408498244	0.003031382933796123	0.0030598352039800103	0.003136150255253267	0.0031898036975072097	0.002872580129068547	0.021636987994581358	0.00284625767657809	0.002985440320834365	0.0030095508271594795	0.002950469204299755	0.002519508694213135	0.002753354104182759	0.0015237051054944883	0.0	0.002612206581235177	0.0028011994135345164	0.0028249628848239228	0.0028113154446154365	0.002074922067777818	0.0031726495410617783	0.002981500873593501	0.0025977367931357964	0.01644104476027064	0.01662377208273713	0.016487802626416692	0.016418660201949375
unclassified-kra_L6894A1_	0.0026309692665130724	0.0029007466844694907	0.0030208045885783408	0.002822411222660026	0.0028787510118920556	0.002799317596221984	0.0026809619122951656	0.002672740945524388	0.0023647793341808887	0.0026752207984088727	0.00264720804284857	0.002545456551309222	0.0028182643032667043	0.0029697845783207555	0.0028434427722108246	0.00288782532402565	0.0028936132201962117	0.003023859703695897	0.0027049149107959414	0.021392639255286117	0.0026364127432177975	0.002786138964857021	0.0027699007478528825	0.0027882875886234837	0.0024119757619701643	0.002671803735080913	0.0014726074079658424	0.002612206581235177	0.0	0.0026372053758144665	0.002645871709842429	0.002582606323169534	0.0018987374907534216	0.0029521221140643705	0.0028296001235130763	0.0024811702421720927	0.016193850003924815	0.0162513301948064	0.016227902467891075	0.016199906117257634
unclassified-kra_L6895A1_	0.002770112748350262	0.003054264604745116	0.003184471329666705	0.0028893243234952015	0.0030290046527189363	0.0029557405071828358	0.00278624528897764	0.0028079377384115922	0.0025355742639199264	0.0028938198164729645	0.0028327380904251687	0.002700767235017776	0.003075251689378722	0.003133795561820696	0.0030460310029369886	0.0029903733065824722	0.0031685639546883415	0.003202409678256357	0.0029219403450096992	0.021815434018255475	0.002837422626703612	0.003004108827293961	0.002997316073036549	0.0029643946696383816	0.002587054888075979	0.002863712042516342	0.0016311278530667384	0.0028011994135345164	0.0026372053758144665	0.0	0.002860400505522942	0.002799772878966378	0.0021171110074104105	0.0032241828291106334	0.003022664148625509	0.0027051076406954255	0.01647509491870891	0.016610668295415798	0.016528538194520714	0.01645269534427407
unclassified-kra_L6896A1_	0.0027579855528471198	0.003014314395716311	0.0032286569389964326	0.0029461406845938676	0.003019581970833962	0.0028593120332472965	0.0027673916021990763	0.0028468518486507444	0.002540716506205576	0.00283000857022786	0.0028356059722162152	0.0027886428567652777	0.0030901426299024815	0.003109924665298691	0.0030710465582122204	0.003097209206674223	0.0031786826385151734	0.003193717766028503	0.0029076513975831997	0.021665649603909376	0.00284848093440071	0.003025884019383418	0.0029904364184409893	0.003003535974582805	0.0025988452797788275	0.0028517101631876374	0.001605545308369205	0.0028249628848239228	0.002645871709842429	0.002860400505522942	0.0	0.0028940231699228214	0.002061236765569685	0.0032483016360772554	0.0030343486483920268	0.0026911525961202942	0.01634594837278447	0.016492301136003085	0.016501578840773856	0.016401368018990503
unclassified-kra_L6897A1_	0.0027866478185921695	0.0030313703832337557	0.003128393586998013	0.0029226891978008096	0.002972849091510188	0.002939450117413145	0.0027846854338910987	0.0028475482857434065	0.002549733304810675	0.0028097075921024173	0.0027678287355348274	0.002763229178159632	0.0030329957056945966	0.003025578852980493	0.003042844155473401	0.0029683072704248525	0.0031569991978458445	0.0031549873727639843	0.002848260809120595	0.021719043139523886	0.0028385849248624417	0.0029955589291924545	0.0029495486479933497	0.0030120953518886218	0.0025515653685027617	0.0028249906658222024	0.0016686037352350302	0.0028113154446154365	0.002582606323169534	0.002799772878966378	0.0028940231699228214	0.0	0.002199284672773971	0.0030991861252377406	0.00295822882673924	0.002763141562542759	0.016511701988913052	0.016642664843983024	0.01656198935226727	0.016535796404512748
